heart_rate_bpm,hrv_rmssd,body_temperature,stress_cortisol,tail_position,ear_position,body_posture,vocalization_type,time_of_day,human_proximity_meters,other_dogs_nearby,age_years,sex,sterilization_status,aggression_level
92.77226245720831,60.23029856408026,38.429753987583,5.648794564576229,2,2,1,0,3,7.571907487136069,1,5.914990792001186,1,0,0
70.81176480959599,42.60295745917522,39.0449335242854,6.952248004768278,3,3,3,2,1,4.98501850937463,3,6.949553050522404,0,0,1
127.9872262016239,23.541531251033618,38.89914669388531,20.556834553526812,3,4,3,4,2,45.51135990289971,2,4.4005101588335815,1,1,4
96.43331506352582,19.780517958825826,39.286346853262756,15.972596302658195,3,4,4,4,3,2.7387508010716344,1,2.535117738304219,0,1,4
73.56366652940197,34.52129397418186,37.937296968338046,3.9498267916705534,2,2,0,0,3,36.58585481802887,1,3.1884929640820445,0,1,0
82.05102775087552,37.30332226333891,38.863651702639935,7.850245206814586,1,2,0,0,2,6.419915173945935,4,4.420496220364956,0,0,0
149.50292330918185,26.799272889513084,38.565385652110045,10.847886139581869,2,2,2,2,0,11.825509191835312,0,2.6731358968532604,1,1,2
83.73691439198585,35.44653555282295,38.37557060967836,3.9018886775912134,1,2,1,1,2,44.85651934621291,1,2.209513719064563,1,0,0
86.52414687246159,32.50556277200073,39.083534684346034,5.769995313725789,1,2,0,1,3,26.180135776296623,4,4.22936379419289,0,0,0
84.2274633903884,48.449023350447284,38.475973799394254,5.637929802533681,0,2,1,1,0,24.72791163373937,3,2.2822815799429974,0,1,0
99.61660525307812,41.10541975696518,38.36715929652831,6.5673399221112785,2,1,1,0,2,29.74920068781797,1,4.340697937244608,0,0,0
148.56025681978855,12.651505674662014,39.44098956950145,17.779369075860966,3,3,4,4,2,43.92829799235856,3,4.4723793376700485,1,1,4
83.23665528495553,46.8062297374022,38.78944317469853,4.402753270705491,2,1,1,0,3,42.62095821399188,4,7.551000818433338,0,0,0
97.59216870785039,58.251056615142005,38.72035031946401,4.56825410705787,0,1,0,1,3,18.640204836851566,3,4.3161055762907,1,0,0
95.54408257829076,42.604054918061905,38.86281459120599,6.806940005537994,1,0,1,0,3,43.2762944710592,1,4.790031494068874,1,1,0
83.51041133342008,52.40340817947739,38.3642613302966,7.165574692355412,0,2,0,1,2,8.889890960961578,4,5.112554200243773,1,0,0
95.59405192611268,40.50695613904218,38.62559184075178,4.907731125954999,2,0,1,0,1,40.60061303661945,5,5.764751579432775,1,0,0
138.34321484189874,29.593562126228825,38.525976238803274,9.089933652024868,3,2,3,1,1,2.009762371982947,0,6.669504204947437,1,1,1
99.52478359763967,43.48764034507771,38.38764353227286,4.063175830295726,2,2,1,1,3,48.80467793339546,2,2.5312418844655564,1,1,0
136.7193661553955,29.580674658281946,38.33535139605277,9.313741871791803,3,3,2,0,0,32.09439439524584,3,0.857870957687366,1,0,1
116.65729142219342,41.19707242743469,38.52192085852657,9.8809492878764,3,2,2,0,1,21.975656637279666,3,3.309594609698534,1,1,1
96.6715944027855,60.44474838707792,38.6032204394206,7.389348814327551,1,2,1,0,0,40.654606748432144,4,2.554708454908503,1,0,0
