heart_rate_bpm,hrv_rmssd,body_temperature,stress_cortisol,body_posture,tail_position,ear_position,vocalization_type,time_of_day,human_proximity_meters,other_dogs_nearby,age_years,sex,sterilization_status,aggression_level,hr_stress_indicator,night_risk,close_human_stress,pack_isolation,young_male_risk,behavioral_composite,temp_deviation
174.01221670523734,24.91357376709823,39.46419460030083,10.014705537294002,3,4,0,3,3,30.13359496775331,1,3.3090508913552186,0,0,2,1.0472025494733803,3,0,0,0,2.5,0.6641946003008314
101.03333402878933,36.77835439465441,38.91022637154701,11.719833416555849,1,0,1,4,2,31.11010746198782,4,7.803166391310944,0,0,1,0.18862745916222737,0,0,0,0,1.5,0.11022637154701442
126.24225296497067,29.638350239576994,39.39084002300485,12.414645122904997,1,3,3,0,3,9.520686345509086,2,6.748961838021232,0,1,2,0.4852029760584785,3,0,0,0,1.75,0.5908400230048514
74.982238003603,19.612339087864328,38.51299160906339,11.985254739416863,2,0,2,4,2,8.680713483618623,0,5.052756857650135,0,0,1,-0.11785602348702351,0,0,1,0,2.0,0.2870083909366059
114.04849570078832,25.026915467591046,39.31492638360148,9.628924466959399,3,4,2,0,2,29.769240491532493,2,3.2811368914869976,1,0,2,0.3417470082445685,0,0,0,0,2.25,0.5149263836014839
124.84007582580368,26.480743102629457,39.09873422920409,7.941827052176391,2,1,3,0,0,4.310505536525254,1,3.577871922767223,0,0,1,0.4687067744212198,0,1,0,0,1.5,0.29873422920409354
75.62919716981992,42.05546921025328,38.39684015543334,8.602869888041246,0,3,0,0,1,25.781991477589504,1,6.635110744418698,0,0,0,-0.11024473917858921,0,0,0,0,0.75,0.4031598445666589
169.3275513213044,34.150427357942995,38.56750151007428,14.77866859299006,1,3,2,2,0,48.84244031371632,1,1.6106519746504993,1,0,2,0.9920888390741696,0,0,0,1,2.0,0.23249848992571742
98.18181989238514,47.99684676169512,38.512056935602814,5.553938307699818,3,0,0,1,0,7.9605184262887585,3,3.491183318334148,0,0,0,0.15508023402806043,0,0,0,0,1.0,0.287943064397183
180.0,11.822133341369337,39.484193714619806,12.065108173539839,2,2,3,0,3,9.16026889124884,2,4.560859803706744,1,0,3,1.1176470588235294,3,0,0,0,1.75,0.6841937146198092
129.33841959815314,25.307547602908596,38.7625262437975,17.035500529251475,2,0,0,3,1,34.74881228578832,2,0.5379618788466402,1,0,2,0.5216284658606252,0,0,0,1,1.25,0.03747375620249471
113.44330665170872,24.142497997759882,38.33678508831168,16.77753958637344,0,3,3,4,2,22.00252109276622,3,7.841696437062568,0,1,1,0.33462713707892616,0,0,0,0,2.5,0.4632149116883184
60.17016981173656,29.679765154189887,38.774488698129346,15.12546021769898,2,1,1,2,2,15.6320024547155,1,4.792193518781287,1,1,1,-0.29211564927368755,0,0,0,0,1.5,0.025511301870650982
100.40824307509295,36.66943215084313,38.96299680542158,4.668247002614312,2,0,1,4,0,30.769928687851184,0,2.723826077358489,1,1,1,0.18127344794227004,0,0,1,0,1.75,0.16299680542158512
178.45541134166032,17.832638256520127,38.99088094683496,11.08517011217082,2,3,1,1,3,48.279965604343104,2,2.9498843134703066,1,1,2,1.099475427548945,3,0,0,0,1.75,0.19088094683496593
180.0,13.074677278389117,40.0,6.520149053162575,2,4,0,4,1,35.872498173653085,3,1.6732778200331453,1,0,3,1.1176470588235294,0,0,0,1,2.5,1.2000000000000028
170.9395693625369,23.925348654935558,38.587123779842045,18.496703355595056,4,4,3,1,0,20.225984352669986,2,4.051038280854243,0,0,2,1.0110537572063165,0,0,0,0,3.0,0.21287622015795193
110.77096149065774,22.798095951085415,39.07903079077699,14.3808983336818,1,1,2,0,0,27.50803107113878,4,3.4112744465489144,1,0,1,0.3031877822430322,0,0,0,0,1.0,0.2790307907769929
122.86061760849962,16.54363982512553,39.05997000575868,18.442495535152712,4,3,0,4,0,27.624608220780324,3,0.7938974500673469,0,1,2,0.44541903068823085,0,0,0,0,2.75,0.25997000575868157
151.0267142620399,35.27744986237216,39.364510419773914,11.49642763226022,1,4,4,2,2,5.449251914512237,0,4.2242089301230825,0,0,2,0.7767848736710575,0,0,1,0,2.75,0.5645104197739172
141.72530181749383,14.285128861344443,39.300429323918515,20.0,1,4,4,4,2,3.2656221565288273,7,7.481968292654694,1,0,4,0.6673564919705156,0,1,0,0,3.25,0.5004293239185174
121.38945288278777,14.834875989774982,38.52300588104885,8.939611257176008,1,3,3,4,2,24.34251590422371,2,4.939165541159633,1,0,2,0.4281112103857384,0,0,0,0,2.75,0.27699411895114423
127.48011940226074,23.86103107472873,39.46665312558494,10.901694658904297,0,0,0,4,3,26.654321004211855,4,3.5016716965401864,1,0,2,0.4997661106148322,3,0,0,0,1.0,0.6666531255849435
108.68984252942214,14.675046390087056,40.0,10.11727460373039,4,0,3,2,3,5.784425263826277,1,7.690268055558846,1,1,2,0.2787040297579075,3,0,0,0,2.25,1.2000000000000028
108.49188401579474,16.68382978831823,39.01089315560246,9.95793468645605,0,2,2,0,2,41.215593524696864,6,5.635483794154094,0,0,1,0.2763751060681734,0,0,0,0,1.0,0.2108931556024629
92.98626362663495,27.768718805763747,39.11622189979653,12.85950677641148,0,0,1,3,0,49.986024827663464,5,0.9228162248819534,1,0,2,0.09395604266629354,0,0,0,1,1.0,0.31622189979653115
123.33394729000199,33.18831602588634,39.43974636297585,9.162911981897386,1,1,1,2,1,39.69498305374683,2,6.622893014097968,1,0,1,0.45098761517649394,0,0,0,0,1.25,0.6397463629758562
124.70667684945496,19.851470256550375,38.69727918028993,7.534378631711045,2,2,2,0,2,35.033272638926434,4,7.328534588024548,1,0,1,0.4671373746994702,0,0,0,0,1.5,0.10272081971006486
121.15405381728615,21.50101622448811,39.49833732794416,13.63259805379314,0,4,0,3,2,43.778721440293644,3,1.850504542619739,1,0,2,0.42534180961513124,0,0,0,1,1.75,0.6983373279441594
158.43359720244743,27.450097679697496,38.87340332160444,9.737048564429694,1,3,1,4,1,4.547072081469159,2,0.794841048808242,0,0,2,0.8639246729699698,0,1,0,0,2.25,0.07340332160444518
115.74500422310919,19.347879787300947,39.21939988767342,19.853177768274527,1,3,0,0,2,20.159609708952082,0,0.7285411455019561,1,0,2,0.36170593203657875,0,0,1,1,1.0,0.4193998876734213
151.26778816754094,23.71827830742694,39.060399484408514,5.5489180034845536,2,4,4,0,1,28.108242164546652,2,4.096865763156877,1,0,2,0.7796210372651876,0,0,0,0,2.5,0.26039948440851646
63.12609015852822,26.012642550025863,39.45216816415957,13.163958347044112,3,0,2,0,1,9.081992967090363,1,1.7051102994466676,0,0,1,-0.25734011578202093,0,0,0,0,1.25,0.6521681641595762
151.33220937213466,13.659463579355638,39.280344375387415,18.139592674667995,1,1,4,1,2,10.375592903246828,4,2.0380817011209436,1,0,2,0.7803789337898195,0,0,0,1,1.75,0.4803443753874177
137.63547170500652,30.487884651759224,39.19250174887629,15.537063723396294,4,2,0,4,2,17.768979193878266,3,4.967290554558832,1,0,2,0.619240843588312,0,0,0,0,2.5,0.39250174887629186
61.40017528368822,52.62519690642572,38.66895665097241,7.170439195650671,0,0,0,1,0,43.92142677024886,3,5.488979155221501,1,1,0,-0.27764499666249154,0,0,0,0,0.25,0.13104334902758552
87.86851179631047,31.14755132564934,38.57532305271741,15.84381485851642,2,1,0,4,1,7.393967596837669,5,7.548740927101063,0,1,1,0.03374719760365261,0,0,0,0,1.75,0.2246769472825889
90.76413885350965,33.491249369080805,39.05919140835129,10.862471174295212,1,2,3,1,2,32.23680782782222,2,2.2193854642448114,1,1,1,0.06781339827658411,0,0,0,0,1.75,0.25919140835129184
180.0,23.268552980686934,39.847587170309076,18.754831178154287,0,2,0,4,3,34.984215781906165,2,7.040929317081136,1,0,2,1.1176470588235294,3,0,0,0,1.5,1.0475871703090789
128.91026691324655,14.86628443764151,38.87635075655808,6.407978636121819,1,2,0,2,0,0.7292851387278415,1,0.910712291165235,0,0,1,0.5165913754499594,0,1,0,0,1.25,0.07635075655808521
137.84951033426248,13.436548912669611,39.182315837655956,10.539177174516507,2,2,2,4,0,26.001097279137223,4,2.581903794720636,1,0,3,0.6217589451089703,0,0,0,1,2.5,0.382315837655959
104.10787078761133,30.625419442916368,39.03854667082553,7.889905722325837,2,1,3,0,1,26.95556661723372,3,2.7053350941572867,0,0,1,0.22479847985425097,0,0,0,0,1.5,0.23854667082553505
176.2287905079738,17.603417355736575,38.93378120165412,16.768460385772155,3,3,4,4,0,9.337960771689513,2,0.6478290331577312,1,0,3,1.0732798883291035,0,0,0,1,3.5,0.13378120165412355
99.78385733500009,21.88458382639616,39.461163434507284,15.306792726062008,0,1,4,3,0,43.883981755827044,4,6.019284598970017,0,0,1,0.17392773335294226,0,0,0,0,2.0,0.6611634345072872
108.18459130696863,21.336762301417096,39.94125106395885,18.025540620187567,1,4,1,3,2,25.86665396615512,3,4.032990895203608,1,0,2,0.2727598977290427,0,0,0,0,2.25,1.1412510639588547
111.1604689999639,26.634913742124425,39.84660920908348,15.212861675541149,4,3,1,1,0,13.552348230413514,2,5.901519362242218,0,0,1,0.30777022352898703,0,0,0,0,2.25,1.0466092090834849
152.50342615997482,25.153798048131623,38.85011694298862,11.146336256547082,0,1,3,3,2,18.105799465014982,2,2.340118322609907,0,1,1,0.7941579548232331,0,0,0,0,1.75,0.050116942988623236
108.5221963684127,34.727441286379566,38.82946596580487,13.028316830073708,0,3,2,4,0,20.933280755034236,3,4.0567798152527725,0,0,1,0.2767317219813258,0,0,0,0,2.25,0.029465965804874372
105.77831228715242,19.70513888874079,40.0,9.310205805991856,0,2,1,2,1,3.053992429606145,1,7.275228594770187,1,0,2,0.24445073279002844,0,1,0,0,1.25,1.2000000000000028
